Date,Open,High,Low,Close,Adj Close,PRED_SAME_DATE,Order,Precision,PnL,Efficiency
2024-04-02,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,513.860595703125,518.3164170067774,CALL,1,6.4962756542075795,1
2024-04-03,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,514.4251098632812,518.2577354668484,CALL,1,45.710004916491584,1
2024-04-04,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,508.14599609375,523.4712137185578,PUT,1,4.148494078836507,1
2024-04-05,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,513.45458984375,515.507165446077,CALL,1,89.00719524076464,1
2024-04-08,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,513.74169921875,518.1773952813267,PUT,1,82.67347628254697,1
2024-04-09,520.5,520.75,514.3499755859375,519.3200073242188,514.3359985351562,520.5887945983599,CALL,1,7.547540860588811,1
2024-04-10,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,509.1859130859375,513.3881664879146,PUT,1,7.804188371005125,1
2024-04-11,515.6799926757812,519.47998046875,512.0800170898438,518.0,513.0286254882812,516.2521460314466,CALL,1,48.63303523155594,1
2024-04-12,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,505.9472961425781,513.5034473051436,PUT,1,73.6565640237319,1
2024-04-15,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,499.6087341308594,516.2772378360197,CALL,0,-70.0,0
2024-04-16,504.94000244140625,506.5,502.2099914550781,503.5299987792969,498.69757080078125,505.965918062087,CALL,1,87.20282775786245,1
2024-04-17,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,495.7461242675781,506.165098976715,CALL,1,9.784450618431322,1
2024-04-18,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,494.72601318359375,502.44920470857926,CALL,1,39.88146639134641,1
2024-04-19,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,490.4078674316406,499.60070629505907,CALL,1,13.659827560489646,1
2024-04-22,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,494.9241027832031,498.8176074773946,CALL,1,83.94777693596069,1
2024-04-23,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,500.7972106933594,501.04934835775185,PUT,1,62.10528583132685,1
2024-04-24,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,500.55950927734375,505.51834034179126,PUT,1,88.54086342821176,1
2024-04-25,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,498.6579284667969,499.2152179411369,CALL,1,2.994147555232587,1
2024-04-26,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,503.3821716308594,506.88696237199053,CALL,1,45.64128282036734,1
2024-04-29,510.0899963378906,510.75,507.25,510.05999755859375,505.1648864746094,508.95910465851426,PUT,1,96.12579274699073,1
2024-04-30,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,497.1624450683594,508.37557091330365,PUT,1,15.676264849658708,1
2024-05-01,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,495.5480651855469,502.60374434111003,CALL,1,104.01785395529004,1
2024-05-02,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,500.1831359863281,504.3787768531232,CALL,1,19.446551314301246,1
2024-05-03,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,506.3830871582031,510.3490947656156,PUT,1,68.92725620197297,1
2024-05-06,513.75,516.6099853515625,513.2999877929688,516.5700073242188,511.6124572753906,512.5746075775096,PUT,0,-70.0,0
2024-05-07,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,512.1769409179688,516.6837734026392,PUT,1,74.4790532561376,1
2024-05-08,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,512.2264404296875,515.2435993197295,PUT,1,1.3948879011201143,1
2024-05-09,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,515.1777954101562,517.3360280067209,PUT,1,3.7380344677876565,1
2024-05-10,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,515.8414916992188,521.5291232193977,PUT,1,23.87431883166755,1
2024-05-13,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,515.9107055664062,522.4471006886791,PUT,1,9.596233942741605,1
2024-05-14,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,518.2777709960938,521.0374284488884,PUT,1,6.167336727301631,1
2024-05-15,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,524.6956787109375,525.3988840931285,PUT,1,36.646304720799776,1
2024-05-16,529.8800048828125,531.52001953125,528.5399780273438,528.6900024414062,523.6160888671875,528.8963546990956,PUT,1,83.61026561593803,1
2024-05-17,528.8099975585938,529.52001953125,527.3200073242188,529.4500122070312,524.3687744140625,528.9585392079015,CALL,1,12.62604019115713,1
2024-05-20,529.5700073242188,531.5599975585938,529.1699829101562,530.0599975585938,524.9729614257812,529.4876539993857,PUT,1,7.000032610812923,1
2024-05-21,529.280029296875,531.52001953125,529.0700073242188,531.3599853515625,526.2603759765625,529.186415446455,PUT,1,7.957177285696275,1
2024-05-22,530.6500244140625,531.3800048828125,527.5999755859375,529.8300170898438,524.7451171875,530.3290309134887,PUT,1,27.28444754876989,1
2024-05-23,532.9600219726562,533.0700073242188,524.719970703125,525.9600219726562,520.9122924804688,533.2127097432441,CALL,0,-70.0,0
2024-05-24,527.8499755859375,530.27001953125,526.8800048828125,529.4400024414062,524.3589477539062,528.2695694798249,CALL,1,35.66548098042858,1
2024-05-28,530.27001953125,530.510009765625,527.1099853515625,529.8099975585938,524.7252807617188,529.6810522543951,PUT,1,50.06221853266425,1
2024-05-29,525.6799926757812,527.3099975585938,525.3699951171875,526.0999755859375,521.0509643554688,525.371214504011,PUT,1,26.246144600467005,1
2024-05-30,524.52001953125,525.2000122070312,521.3300170898438,522.6099853515625,517.5944213867188,524.9574230843923,CALL,1,37.17930201709578,1
2024-05-31,523.5900268554688,527.5,518.3599853515625,527.3699951171875,522.3087768554688,524.3686048624344,CALL,1,66.17913059207865,1
2024-06-03,529.02001953125,529.3099975585938,522.5999755859375,527.7999877929688,522.7345581054688,528.48964675074,PUT,1,45.08168634334936,1
2024-06-04,526.4600219726562,529.1500244140625,524.9600219726562,528.3900146484375,523.3189697265625,526.1170366613396,PUT,1,29.15375146191309,1
2024-06-05,530.77001953125,534.6900024414062,528.72998046875,534.6699829101562,529.5386352539062,530.511439399001,PUT,1,21.97931124116451,1
2024-06-06,534.97998046875,535.4199829101562,532.6799926757812,534.6599731445312,529.52880859375,533.9183094387072,PUT,1,90.24203755363942,1
2024-06-07,533.6599731445312,536.8900146484375,532.5399780273438,534.010009765625,528.885009765625,533.5888017906002,PUT,1,6.0495650841392035,1
2024-06-10,533.1799926757812,535.989990234375,532.5700073242188,535.6599731445312,530.5191650390625,533.2006202911932,CALL,1,1.7533473100172614,1
2024-06-11,534.0700073242188,537.010009765625,532.0499877929688,536.9500122070312,531.7968139648438,533.9152118371562,PUT,1,13.157616400314964,1
2024-06-12,541.6300048828125,544.1199951171875,540.2999877929688,541.3599853515625,536.1644897460938,541.2391116313811,PUT,1,33.22592637166963,1
2024-06-13,543.1500244140625,543.3300170898438,539.5900268554688,542.4500122070312,537.2440185546875,542.4043250508221,PUT,1,63.38444587543563,1
2024-06-14,540.8800048828125,542.8099975585938,539.8499755859375,542.780029296875,537.5709228515625,540.5263385334742,PUT,1,30.06163969375166,1
2024-06-17,542.0800170898438,548.530029296875,541.6099853515625,547.0999755859375,541.849365234375,541.8938377040628,PUT,1,15.825247791382822,1
2024-06-18,547.1599731445312,548.6199951171875,546.72998046875,548.489990234375,543.22607421875,546.552270562792,PUT,0,-70.0,0
2024-06-20,549.4400024414062,550.1199951171875,545.1799926757812,547.0,541.7503662109375,549.2955406694804,PUT,1,12.279250613699446,1
2024-06-21,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,541.0240478515625,544.6284758172028,CALL,1,19.41836926692531,1
2024-06-24,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,539.265380859375,544.496894035287,CALL,1,14.184540362678604,1
2024-06-25,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,541.3419799804688,544.456570238111,CALL,1,39.65930031755988,1
