Date,UNH_BETA,JNJ_BETA,PFE_BETA,LLY_BETA,ABBV_BETA,MRK_BETA,AMGN_BETA,MDT_BETA,CI_BETA,CVS_BETA
2013-05-28,0.06524740207141352,0.22723679516221687,0.09924201026746884,0.09813059861494434,0.042817735554676876,0.062348141293600175,0.04576297394697283,0.12195459309799986,0.10688760318706428,0.13037214680364242
2013-05-29,0.07079855871161826,0.21079480878971144,0.09847260288545139,0.09935377617226905,0.04370505068904439,0.06801198414643612,0.04641947406978024,0.12499884723080404,0.10747805656571992,0.12996684073916515
2013-05-30,0.0695799425714364,0.21067467789837643,0.0971275773554867,0.10706861114036459,0.0443537243939246,0.06865256075199008,0.04599781912448842,0.1237203356821073,0.10601981542811852,0.1268049356537068
2013-05-31,0.07193609473230247,0.20293643298524963,0.09736165171626508,0.10737789641268902,0.047120221574849915,0.06861041657975502,0.048534671633871075,0.1251053580760252,0.10542849655096669,0.12558875973802577
2013-06-03,0.07242588907588043,0.2049399494769241,0.0978602342029318,0.10965938496673079,0.047740281070684024,0.06678305201427878,0.04765295241525245,0.12452259576712646,0.10299104587938235,0.12542461513080888
2013-06-04,0.07372747049202372,0.2046560099778689,0.09946795073648328,0.11370890165811237,0.04732160681897919,0.0627798191920076,0.04818026579583822,0.12448469962007172,0.10153123828168695,0.12414203742692802
2013-06-05,0.0735290148270736,0.20240023827386713,0.09802456511430199,0.11404728726751406,0.04827620045433502,0.06455654010599114,0.051114225899784455,0.12346338030120975,0.10193069394241501,0.12265785381350783
2013-06-06,0.07311576333132154,0.20213785490247366,0.0982196659140039,0.11402505137051326,0.04852467170368865,0.06380128025493255,0.051742005905228046,0.12368971221710992,0.10203634181280663,0.12270765258792171
2013-06-07,0.07419214558286252,0.20116177307954278,0.09846116284571028,0.11431515236880674,0.048835083710953166,0.06031623418268486,0.05207699035012632,0.12392737818584985,0.10245069176815748,0.12426338792530614
2013-06-10,0.07271037466385849,0.20142491333436466,0.09833852372460762,0.11505272876877809,0.04911872117946362,0.06050626937522411,0.05276791205235684,0.12389621083569168,0.1020118277531286,0.12417251831252642
2013-06-11,0.07161595021364278,0.20266592322011953,0.09724668531863986,0.11687974408912084,0.05110535047754,0.06297710199625808,0.05296283939014058,0.1233126855654513,0.09808532658164729,0.12314839314743997
2013-06-12,0.07085787576293572,0.200845381700583,0.09589009991842865,0.11590231302273474,0.05149900749696113,0.06317232814606409,0.05394322853149541,0.12713800796170824,0.09817376637284711,0.12257799108624198
2013-06-13,0.07065621861294824,0.19959821235967865,0.09799767740344267,0.11382603458175673,0.051719135763927476,0.06525076137157843,0.05583777606056883,0.1274037983417916,0.09528844157174336,0.12242194393256392
2013-06-14,0.07138298162573765,0.2031055716369915,0.09687349859696423,0.11284867602580971,0.05365659653187521,0.0643999718810088,0.05564470721586312,0.12587905319843667,0.09456068003614022,0.12164826325117276
2013-06-17,0.07130447452046755,0.201480249459174,0.09597587044827752,0.11678066944683974,0.054817846799873234,0.06354367314268952,0.05561146640364792,0.12587448529988146,0.09345536261686584,0.12115590186228331
2013-06-18,0.07167642743494872,0.20096702269047645,0.09632994021677867,0.11858304527053888,0.055126250189548816,0.06285409489452627,0.05579720912388876,0.12252664889248345,0.09401354564273359,0.12212581564407635
2013-06-19,0.07221392450146177,0.1985602543845687,0.09623085019947683,0.11933911849371023,0.05541822788693318,0.06205310457269739,0.05645439991461753,0.12294694411888814,0.09378142248953039,0.1230017534381158
2013-06-20,0.07468962639024436,0.19283618377317957,0.09612171360792943,0.12052606293805872,0.05934753626068162,0.06655335079889074,0.058999304394632884,0.12179707163895193,0.08646637879838419,0.12266277139904654
2013-06-21,0.07420011980081849,0.19288526380611692,0.09988738114877439,0.1284266042020266,0.05717783175766741,0.06622101256408472,0.05837308896825389,0.11690587944780742,0.08402502177677619,0.12189779652767387
2013-06-24,0.07172856117270959,0.17895059514672063,0.10206798635062728,0.13089928117520125,0.05873382453305425,0.06831440596114642,0.0599964530477049,0.11924816767289466,0.08515019079451282,0.12491053414542819
2013-06-25,0.0689650737355292,0.18023614024579657,0.10317982584589139,0.13186649581611137,0.05947516460456021,0.06749969008007665,0.06012856847697731,0.11983661669636132,0.08455967720080466,0.12425274729789128
2013-06-26,0.06867332929345028,0.17659459738440886,0.10176596354881039,0.1306333392487133,0.0590769843298395,0.07797832832630733,0.05966144420078647,0.11843009198983039,0.0838877778634161,0.1232981438144373
2013-06-27,0.06939663905385744,0.17661087921342292,0.10164057741951167,0.13063363748260567,0.05960014289720363,0.07747378206958759,0.05946393824695293,0.11820075260157899,0.08377582428142426,0.12320382673385492
2013-06-28,0.07011858931496871,0.17578525597643932,0.10166059313730734,0.13043589132072148,0.058741641534525574,0.0767045157937895,0.05964514238411591,0.11825063630066622,0.08512785666606726,0.1235298775713987
2013-07-01,0.07044387145366476,0.177424139207189,0.1006182432811482,0.1276949809638541,0.0589103012762375,0.07666869352598804,0.05878267245489433,0.11842591882018645,0.08625426610068455,0.12477691291615317
2013-07-02,0.07026735652323544,0.17748980400809486,0.1012363081303257,0.1265173699189872,0.05873707065955115,0.0762931045378118,0.0586637307627382,0.1182243011514348,0.0904241019804295,0.12214685232739134
2013-07-03,0.0700228359314407,0.17754072423240969,0.10185250867981085,0.12644338049410278,0.05920506860422114,0.0762674890681375,0.058624444001622464,0.1178787819482567,0.08977638165573186,0.12238838538426633
2013-07-05,0.07062061610618098,0.17649193285049147,0.10264121155225991,0.12630422053973941,0.05929203325315831,0.07671231413269645,0.05911761012420578,0.11742162455691572,0.08987458667390101,0.12152385021045095
2013-07-08,0.07052704534943308,0.17649625118883663,0.10311406821332568,0.12601938096342805,0.05970428678556777,0.07680744958321499,0.059235374839321654,0.11764766877742432,0.08937480595718825,0.12107366834225956
2013-07-09,0.0706975631257381,0.17659734784181116,0.10332302244600598,0.1257827626393324,0.05886575753049166,0.07721881267965934,0.05908217476504472,0.11749790461352892,0.08968050166168873,0.121254152696699
2013-07-10,0.07063669402255505,0.17626107900658688,0.1031647824014545,0.12526252559680295,0.06076356645579033,0.07695494393180204,0.05674038155117319,0.11742021066931016,0.09003939490787534,0.12275642145664951
2013-07-11,0.07084942137160087,0.17472432729917162,0.1038995235663299,0.12387429984190701,0.06188836919124187,0.0768146895219335,0.056627094156868875,0.11705822951346792,0.09038449552159043,0.12387955001588802
2013-07-12,0.07165398668139833,0.17159836763639555,0.10204466145314703,0.12160267635874239,0.058960146976719856,0.07512918614164893,0.0554336464216856,0.12661801580652407,0.0911747415712854,0.1257845709524527
2013-07-15,0.06898645373975416,0.17107829467755295,0.10156770657546928,0.123440973925671,0.060111063865523784,0.07797732947744239,0.05627234955557399,0.12692490895033223,0.08945692963679996,0.12418398959588035
2013-07-16,0.06918050230604052,0.17172741474739883,0.10132223710557135,0.12304836558347186,0.06038637326290931,0.0778665446243681,0.05667216336603354,0.12693931524860938,0.08906755666487863,0.12378952709071837
2013-07-17,0.07125969755481357,0.17081989766230626,0.10112634927790294,0.12122721618881581,0.060995213361581875,0.0764458322593457,0.055788420686722795,0.125101414964421,0.09070145517831917,0.1265345028657708
2013-07-18,0.0589720312330367,0.17435269245098337,0.10024137599824492,0.12099085006639873,0.06087621367097943,0.07448660412891064,0.06509763556311648,0.1270892762798832,0.08900097944972389,0.12889234115872278
2013-07-19,0.060546638433583176,0.16758572769041305,0.098638441107073,0.12120633471419967,0.06257989829581719,0.07602103181165579,0.06323391993641198,0.12887985470617377,0.0904296097589824,0.13087854354568998
2013-07-22,0.05970665087138383,0.16809617852353842,0.09773030094825992,0.12139962242447119,0.06486427795913613,0.07525592187670285,0.06302358362915002,0.12892154144527482,0.08979672081122098,0.1312052015108618
2013-07-23,0.05939591030923347,0.16827784322559647,0.09759591106538949,0.12022410650478324,0.06495007002694853,0.07494400523886924,0.06287463020682035,0.13027848404509598,0.09017197683510413,0.1312870625421591
2013-07-24,0.06026026273629387,0.1702860721508734,0.09875980724145983,0.10894061582544116,0.06624925547626634,0.07608935786109751,0.06346667279108685,0.13146086146195296,0.09166599768859973,0.13282109676692824
2013-07-25,0.060861370758799466,0.17024189847705054,0.09851799292342224,0.10909142271347864,0.06598446292470624,0.07607419174491781,0.06267441507925016,0.1317712078954432,0.0920216905748158,0.1327613469081159
2013-07-26,0.06091278783000944,0.17027980372260734,0.09785563553592282,0.10705170258730809,0.0686079378337439,0.07688773025281888,0.06270208234647653,0.13161895560436535,0.09138372211989039,0.13269964216685712
