Date,Price,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2010-04-09,91.12162780761719,91.15973457593488,90.54997394637785,90.71765419427047,133006500
2010-04-12,91.26641082763672,91.50269829506951,91.12921371644282,91.23592193457566,110279000
2010-04-13,91.33505249023438,91.49511488788211,90.70242076489025,91.17499009258664,125043600
2010-04-14,92.37164306640625,92.37164306640625,91.52559489314656,91.67040991588824,161609000
2010-04-15,92.44784545898438,92.66126192927668,92.18869273422753,92.21918163214967,144615300
2010-04-16,90.976806640625,92.4478628041845,90.5118610366133,92.12011435898222,366786700
2010-04-19,91.3198013305664,91.411268046202,90.29844917420722,90.7100406718213,217947800
2010-04-20,92.13536834716797,92.21159352415123,91.36554523308517,91.8914629002494,157708000
2010-04-21,91.96763610839844,92.40209262194446,91.45695446094224,92.18867038822182,192910100
2010-04-22,92.24208068847656,92.3564126438337,90.79389530450212,91.31981299488127,115360300
2010-04-23,92.84422302246094,92.8823356124146,91.94482056210367,92.18110815251971,177335500
2010-04-26,92.49361419677734,93.08051554825994,92.40215328030273,92.87471685586186,143457300
2010-04-27,90.30606079101562,92.48596197840928,90.13075106325668,91.96004442545903,355853300
2010-04-28,90.99205017089844,91.22071404562631,90.14600197563475,90.74052688689444,300674100
2010-04-29,92.12014770507812,92.31069906044769,91.51800472429038,91.54086995650819,193775000
2010-04-30,90.55760192871094,92.23445693146198,90.53473670213289,92.13536652940455,270000900
2010-05-03,91.73140716552734,91.98293631146545,90.85486990296927,90.99206709028414,182747900
2010-05-04,89.57434844970703,90.7252798773288,89.11702651365006,90.71003833269793,360353400
2010-05-05,89.04081726074219,89.78778096599466,88.39294395990466,88.84264226707691,328973200
2010-05-06,86.08345031738281,89.17800132295076,80.03153964880197,88.61397114795743,647356600
2010-05-07,84.80297088623047,86.71610217331403,83.39289211822572,85.85481220078832,637558800
2010-05-10,88.53771209716797,88.9111908198172,87.58495609998853,88.27093576582884,396159600
2010-05-11,88.28622436523438,89.45239732018743,87.58499701933846,87.70694682006808,317849800
2010-05-12,89.52100372314453,89.65058303435426,88.48440412445393,88.63684866259345,235607100
2010-05-13,88.40817260742188,89.69630115556006,88.33195325641405,89.27708600227139,234452500
2010-05-14,86.80755615234375,87.90513358198457,86.03010934979125,87.74507117602272,345601400
2010-05-17,86.85327911376953,87.28773583965973,85.19167156621045,87.04383041135584,325739800
2010-05-18,85.67182922363281,87.8212467413012,85.38981132606051,87.56209405958255,360556800
2010-05-19,85.1840591430664,85.95388224757575,84.11697064538114,85.19167700853835,394742700
2010-05-20,81.96755981445312,83.75874113165155,81.91420567530815,83.37001479492959,530418300
2010-05-21,83.16422271728516,83.37001559448512,80.30595277461015,80.72516802560185,500909400
2010-05-24,82.09709930419922,83.37760392825862,82.0208799677405,82.71448348922625,269823000
2010-05-25,82.18096923828125,82.21908182657619,79.5589813360647,80.11539372328234,396505200
2010-05-26,81.685546875,83.43862152562033,81.44164139288604,82.68403984894985,349719300
2010-05-27,84.4218521118164,84.45234101855038,82.9126832118885,83.2251901445385,300870500
2010-05-28,83.3624038696289,84.39137996176476,82.96605381855262,84.3304021361891,297933500
2010-06-01,81.95992279052734,83.80445794659174,81.83797298454796,82.58493081097744,277909400
2010-06-02,84.09410095214844,84.10171881721578,81.94468252483155,82.379139255401,240243700
2010-06-03,84.38371276855469,84.65048334893498,83.52242323328045,84.33798233053594,226618300
2010-06-04,81.41874694824219,83.3318833398649,81.14435265242525,82.78309474823104,398475600
2010-06-07,80.405029296875,82.02090650229988,80.34405729708057,81.7083995620087,264609100
2010-06-08,81.26634216308594,81.42640459989953,79.76479658871678,80.46602416385225,357774300
2010-06-09,80.83185577392578,82.53156994495635,80.48885997882537,81.73887591770932,268023300
2010-06-10,83.1947021484375,83.29378673503422,80.8242434141945,82.21145670237067,317890600
2010-06-11,83.59867858886719,83.65203272793215,82.40964016675348,82.46299430581846,214128200
2010-06-14,83.46910858154297,84.69625964665398,83.38526552875909,84.23893178959092,207196100
2010-06-15,85.36699676513672,85.4432161349297,83.91118179688056,84.05600267010284,238268700
2010-06-16,85.33648681640625,85.68710048315023,84.75720928149006,84.92489534279451,216374000
2010-06-17,85.47369384765625,85.61851470190501,84.64289293997825,85.58040211441921,263185800
2010-06-18,85.56637573242188,85.87270372856378,85.29067586162856,85.64295773145736,174006600
2010-06-21,85.3212890625,86.69212228721888,84.84647143552006,86.63086020860098,213140700
2010-06-22,83.91213989257812,85.69652832136316,83.78960991615375,85.32127259984986,239355400
2010-06-23,83.6517562866211,84.26441782690566,83.07738280601292,83.96574408441573,254639900
2010-06-24,82.26561737060547,83.34544257760102,82.05118548795318,83.23822663627486,268523600
2010-06-25,82.61021423339844,83.03141789068914,81.7677952331602,82.51065243728206,238726500
2010-06-28,82.34986114501953,82.95486873766018,82.05118732423665,82.73277689913407,169218600
2010-06-29,79.80730438232422,82.33455081095867,79.30185860229591,81.19345760523004,373649500
2010-06-30,79.04911804199219,80.3203951277068,78.78873232772348,79.58519768485439,284101700
2010-07-01,78.6968765258789,79.25593046165443,77.44856696639468,78.9955504571196,382924800
2010-07-02,78.26797485351562,79.20229019318836,77.82379703603769,78.96488430429235,233385200
2010-07-06,78.78108215332031,79.92982931065337,78.02290482264276,79.37076978990599,256935300
2010-07-07,81.26236724853516,81.36192322335174,78.89594527374854,78.98018719198937,253769400
2010-07-08,82.06649780273438,82.15839383375783,81.10920852737304,81.94396197092969,210842100
2010-07-09,82.67916107177734,82.68682102212445,81.89035562810012,82.04351957806126,144999900
2010-07-12,82.73278045654297,82.89360437904662,82.05885080374229,82.4034726601314,131283600
2010-07-13,83.98109436035156,84.31039633256664,83.42203473282396,83.59051861626601,213025900
2010-07-14,83.97342681884766,84.30273460413062,83.36841922063799,83.71304106538098,184426800
2010-07-15,83.99641418457031,84.28742810322717,82.84000677664277,83.94280620369058,232337900
2010-07-16,81.6835708618164,83.63643720935352,81.52274114397792,83.54453534813571,282693400
2010-07-19,82.16609954833984,82.42647957170462,81.346659705937,81.98230154109216,186709000
2010-07-20,83.07738494873047,83.13864701435855,81.04027081374119,81.07856471723441,258162400
2010-07-21,81.99758911132812,83.52925231007738,81.66062133789724,83.50627829694916,264527000
2010-07-22,83.82791137695312,84.19551305064414,82.96252392575627,82.97017803356101,274781300
2010-07-23,84.5554428100586,84.67797278873206,83.42200983247379,83.65941568309897,222020800
2010-07-26,85.43614959716797,85.52039151907049,84.4635462845161,84.70095215015232,184445700
2010-07-27,85.42850494384766,85.99521860977325,85.0915372189473,85.9033167276648,204855600
2010-07-28,84.87711334228516,85.51275494045207,84.59375356118119,85.25236917133442,163056200
2010-07-29,84.46358489990234,85.63530654936417,83.7896550594023,85.40555468589484,220149100
2010-07-30,84.44824981689453,84.90009350909608,83.4603321728768,83.60583620694887,220070600
2010-08-02,86.35518646240234,86.49303640584208,85.42087082829217,85.76549276547534,188263200
2010-08-03,85.94160461425781,86.36280839802392,85.65824487974486,86.14072242345152,146657300
2010-08-04,86.5159912109375,86.62320716060097,85.895669524623,86.17902345894886,158171700
2010-08-05,86.42408752441406,86.47004138962221,85.83439981352645,85.96458977214917,140473800
2010-08-06,86.07181549072266,86.20966541633437,84.94604207203226,85.5740237680786,239728300
2010-08-09,86.53129577636719,86.67680562472898,86.01819009601722,86.47768780741765,120800400
2010-08-10,86.06415557861328,86.52365922608747,85.29066984721699,85.79611567947438,242916300
2010-08-11,83.70538330078125,84.7698885930938,83.56753340033924,84.73925463268108,273406900
2010-08-12,83.19226837158203,83.4909421698764,82.40346291235174,82.44175682201217,239542600
2010-08-13,82.94719696044922,83.44498853839198,82.84764098199261,82.93188290331354,158698500
2010-08-16,82.90892791748047,83.17696780007365,82.08182841448043,82.380502261203,147895300
2010-08-17,83.9274673461914,84.54013485460379,83.38372770781986,83.6211394348156,172270300
2010-08-18,84.08063507080078,84.53247281891646,83.40670550243443,83.88917720949816,182922100
2010-08-19,82.6178970336914,83.85088617010884,82.27327520868324,83.64411424367002,265847600
2010-08-20,82.34986114501953,82.6638548679522,81.75251350345377,82.37283515541348,209714200
2010-08-23,82.03585815429688,83.14631129955649,81.9975642488067,82.74042160981097,163490300
2010-08-24,80.81819915771484,81.47681473060524,80.38933537735116,81.1398469929876,280677800
2010-08-25,81.1322021484375,81.43853011634236,79.86857883091986,80.37402465222803,272234800
2010-08-26,80.58842468261719,81.62229569737266,80.3203790719376,81.51507979023232,224439500
2010-08-27,81.83675384521484,81.92099577690816,79.88388120007811,81.0938963618269,272649000
2010-08-30,80.64969635009766,81.87503116538944,80.64204224355342,81.62230542152331,167238600
2010-08-31,80.64969635009766,81.16280778720359,80.02171488653386,80.35102259564837,273933100
2010-09-01,83.06208801269531,83.17696391210306,81.6835947482952,81.73720272230803,256828100
2010-09-02,83.83560943603516,83.8509235014362,83.08509168905672,83.26123557675054,156112200
2010-09-03,84.92305755615234,84.99963954028125,84.20317405111267,84.65501769028572,212197300
2010-09-07,83.96577453613281,84.6320501186938,83.89685249802201,84.52483416418944,141973700
2010-09-08,84.5554428100586,84.8924046335328,84.09593932225178,84.13423322717887,149924400
2010-09-09,84.94602966308594,85.52806324651523,84.71628371584885,85.5050892360746,147017900
2010-09-10,85.37489318847656,85.47444917422425,84.90773553342227,85.09919339720417,127819000
2010-09-13,86.32453155517578,86.50066953623052,85.87268791127923,86.21731560770831,178503500
2010-09-14,86.27092742919922,86.76105916600534,85.83440366851778,86.15605152526595,209823600
2010-09-15,86.60023498535156,86.69979098562706,85.75782143034705,86.01820135852815,168608400
2010-09-16,86.57725524902344,86.6308632214476,86.04116968195103,86.33218939753716,199962900
2010-09-17,86.60958862304688,87.11774620817035,86.37091174924633,87.03305327731643,195836900
2010-09-20,87.93387603759766,88.12635891287673,86.63268992099555,86.9098657313263,214555200
2010-09-21,87.75678253173828,88.41891812382393,87.3949138381067,88.00316034189653,268389100
2010-09-22,87.32562255859375,88.11095591728768,87.07924473263522,87.61820026537062,191322400
2010-09-23,86.6172866821289,87.51810505383648,86.3709088571975,86.60958572300618,202354300
2010-09-24,88.40353393554688,88.46512986487404,87.50271549705364,87.57970747165704,209671800
2010-09-27,87.98007202148438,88.53442365458089,87.8953849586442,88.43433467187064,128761800
2010-09-28,88.28805541992188,88.57293222743371,87.14085897732461,88.09557251936003,209207500
2010-09-29,88.13404846191406,88.47282015825999,87.78757580680288,88.06475158124765,179665800
2010-09-30,87.87226867675781,89.15035762192255,87.45650501534676,88.5806100299639,287106700
2010-10-01,88.24185943603516,88.63452618917765,87.71830572321576,88.53443132368558,174638700
2010-10-04,87.57970428466797,88.4266277227085,87.14084358387626,88.05706390841597,166153200
2010-10-05,89.34283447265625,89.55841431059056,88.28802640949478,88.38812124432859,229634100
2010-10-06,89.33513641357422,89.56611817549124,88.9732677278223,89.32743545508093,148626600
2010-10-07,89.22737884521484,89.72013463347632,88.68842903746398,89.69703762373162,164860000
2010-10-08,89.72777557373047,89.97415330305331,89.01173938005651,89.35051096066609,177760100
2010-10-11,89.81248474121094,90.05886251517279,89.50451105523126,89.86637969569918,103098300
2010-10-12,90.08970642089844,90.35148036932624,89.04259887896225,89.51995275529825,182210000
2010-10-13,90.79031372070312,91.27537428586844,90.37455003946602,90.59013577626766,194347200
2010-10-14,90.43616485595703,90.85962958478169,89.86641711781182,90.70563974061275,217764300
2010-10-15,90.62095642089844,91.12141318791171,89.8972246358191,91.06751820525568,243705000
2010-10-18,91.06749725341797,91.36777006971987,90.32066275549899,90.65173353682046,141204800
2010-10-19,89.87408447265625,90.73640378111443,89.32742807290329,90.22825217064582,280604700
2010-10-20,90.75181579589844,91.19067645682182,89.98188439960406,90.03577936238025,200051800
2010-10-21,90.95198822021484,91.69112161099164,90.24365278831749,91.15987297412364,221585500
2010-10-22,91.12139892578125,91.2599868415071,90.85192405467869,91.09060095849644,108212400
2010-10-25,91.39085388183594,92.20698515176062,91.32156287612808,91.72962557403525,151145700
2010-10-26,91.4062728881836,91.49866091306662,90.75183225744594,90.9289132212127,158982900
2010-10-27,91.14450073242188,91.24459559989646,90.28218109948357,90.76723589301136,190024000
2010-10-28,91.159912109375,91.70656289741673,90.72105128663092,91.66806396376218,168576000
2010-10-29,91.22919464111328,91.40628149566727,90.90582477534895,91.06750970823111,144305500
2010-11-01,91.2599868774414,92.19930432060734,90.7364331816167,91.67575062478264,174074800
2010-11-02,91.98373413085938,92.19931405057687,91.69885730888282,91.94523519914743,158345900
2010-11-03,92.35328674316406,92.40718171650721,91.19838942228692,92.14540781001526,226702800
2010-11-04,94.13182830810547,94.17802231911293,92.36868444061535,93.37729284168654,215039400
2010-11-05,94.4859848022461,94.63996873660186,94.07022113055288,94.19340710321538,180654100
2010-11-08,94.30892181396484,94.46291166132981,93.8854629504633,94.19343089696913,156107100
2010-11-09,93.63135528564453,94.66306051189893,93.2540905554287,94.56297154750582,186621600
2010-11-10,94.00862884521484,94.05482872659792,92.89993155190459,93.6082670759299,221387400
2010-11-11,93.65447235107422,93.79306026367581,92.91533877523624,93.20021556061492,158017600
2010-11-12,92.54574584960938,93.43116807625452,92.1222871318991,93.02310540092407,239068800
2010-11-15,92.41487121582031,93.20020458612542,92.3763781676984,92.83833586393688,163940800
2010-11-16,90.9751205444336,91.99912510663242,90.53625389391875,91.84514113649917,299566200
2010-11-17,91.02128601074219,91.39855073111346,90.74411025215225,91.01358505241745,172308900
2010-11-18,92.36097717285156,92.69204793538711,91.8913185126474,91.89901947199311,197723700
2010-11-19,92.61502075195312,92.65351378582491,91.81429163365131,92.31474806685353,156852900
2010-11-22,92.53807067871094,92.5765637299988,91.44476346295467,92.15310492116457,181361000
2010-11-23,91.1983871459961,91.63724788201108,90.84421934799377,91.44476500000255,222309000
2010-11-24,92.54574584960938,92.56884872434414,91.76041845781813,91.77581450019795,140046100
2010-11-26,91.46788787841797,92.24551466239069,91.46788787841797,91.74506375904024,76007800
2010-11-29,91.74506378173828,91.99144168967317,90.65175630829656,91.23690604243419,223642300
2010-11-30,91.22919464111328,91.75274836982734,90.70564091239922,90.83653375016173,233930700
2010-12-01,93.1694107055664,93.34649165773008,92.53806712241773,92.5457622079128,221037200
2010-12-02,94.36280822753906,94.43210512109184,93.261805883784,93.31570085694217,191213600
2010-12-03,94.61687469482422,94.72466462706856,94.01632910828835,94.03942611175346,151288900
2010-12-06,94.51678466796875,94.73236453005387,94.31660084998515,94.41668982192161,103050500
2010-12-07,94.57067108154297,95.47919032825264,94.51677612089536,95.42529536760505,206581000
2010-12-08,94.91716766357422,94.99415964952684,94.24733092426332,94.6861917057164,138019200
2010-12-09,95.28672790527344,95.48690587393953,94.81706920151358,95.44841282186286,123705100
2010-12-10,95.84107208251953,95.93346009959679,95.26362347934285,95.57929232787508,117571700
2010-12-13,95.90267181396484,96.39542753514026,95.87187384712745,96.27994250213942,133812700
2010-12-14,95.98735809326172,96.41852372495342,95.6947862397765,96.04895402266213,147249600
2010-12-15,95.54850006103516,96.18754462977242,95.38681514739886,95.81027983128772,160823100
2010-12-16,96.10285186767578,96.17214875885232,95.27902537815838,95.61009616595199,185035200
2010-12-17,96.20577239990234,96.32960620143365,95.834259185304,96.03549575591987,141075300
2010-12-20,96.4379653930664,96.6701618960964,95.95810128080787,96.46892532047056,119085500
2010-12-21,97.0494384765625,97.11135834911013,96.64697111501103,96.73984501882842,94965500
2010-12-22,97.3512954711914,97.38225540905445,97.0649263797159,97.11910479472513,78878100
2010-12-23,97.21194458007812,97.35126129905683,96.97201252711568,97.24290450707365,70053700
2010-12-27,97.25067901611328,97.34355292366114,96.7785503027307,96.8482057333916,58126000
2010-12-28,97.38997650146484,97.4828503906258,97.13456149626595,97.44415490514311,55309100
2010-12-29,97.45964050292969,97.67635413673169,97.44416348837396,97.50608335660415,58033100
2010-12-30,97.30484008789062,97.6221690571288,97.15778188714428,97.36675995188942,76616900
2010-12-31,97.32804107666016,97.42092085597346,97.00297070656687,97.15776443375353,91218900
2011-01-03,98.33424377441406,98.75992958817551,97.28936517471838,98.07108728326729,138725200
2011-01-04,98.28007507324219,98.5819270836365,97.66862959180122,98.55096714603141,137409700
2011-01-05,98.79088592529297,98.85280579213197,97.87758855692988,97.9704683571884,133975300
2011-01-06,98.5973892211914,98.93794257845228,98.30327871583191,98.82958576568808,122519000
2011-01-07,98.40388488769531,98.89149049963898,97.63764581035446,98.72895529565776,156034600
2011-01-10,98.28007507324219,98.41939183996298,97.67636514744926,97.97048160219553,122401700
2011-01-11,98.62833404541016,98.86826610763275,98.25682081212766,98.63607550370838,110287000
2011-01-12,99.51841735839844,99.62677415953817,98.65155704427778,99.23204834324461,107929200
2011-01-13,99.35587310791016,99.60355253696719,99.10820548885832,99.55711559652029,129048400
2011-01-14,100.07568359375,100.09890206454858,99.14690933179055,99.21656474418629,117677900
2011-01-18,100.2459716796875,100.33884557346822,99.86671693007149,99.9828092972974,114401300
2011-01-19,99.26300811767578,100.26143785672566,98.99985755823705,100.16082841341455,151958400
2011-01-20,99.1314468383789,99.37911451459185,98.39616164991963,99.03856703104609,175745700
2011-01-21,99.35587310791016,99.97505987054755,99.247516310199,99.75061072171916,151462900
2011-01-24,99.9208984375,100.03699080146815,99.27074576925882,99.29396424205245,113715500
2011-01-25,99.97506713867188,100.06020547234908,99.1546496377857,99.65773227587445,167552200
2011-01-26,100.36204528808594,100.65616164342693,100.0214919945342,100.22273447345367,141281500
2011-01-27,100.60975646972656,100.7800331702622,100.20728319482342,100.3852954508349,123302700
2011-01-28,98.85281372070312,100.88838669502488,98.6902784859671,100.72584555528485,295637300
2011-01-31,99.59583282470703,99.67323562027828,98.87603642793007,99.12371592575127,149249200
2011-02-01,101.19020080566406,101.368212989206,100.13758699906226,100.19950684768631,167194300
2011-02-02,100.99671173095703,101.26759779858905,100.87287202632307,100.92704451584777,118323600
2011-02-03,101.22115325927734,101.37594697344133,100.28464361208297,100.81868015444826,145886700
2011-02-04,101.50755310058594,101.54625449340112,100.79549235081292,101.25988544458126,134634800
2011-02-07,102.14225006103516,102.47505614581053,101.72429380339854,101.7320411700278,112439100
2011-02-08,102.60663604736328,102.66080855989988,101.95648322685928,102.23511677564406,99072800
2011-02-09,102.37439727783203,102.65303071182268,101.86356734718179,102.327960340501,146436700
2011-02-10,102.41311645507812,102.5292088185751,101.62365295327935,101.85584949027974,162708500
2011-02-11,103.02455139160156,103.15612666778425,101.98742028992208,102.01063876160103,137710300
2011-02-14,103.27224731445312,103.35738567059896,102.8465673437331,102.9626597339278,101690700
2011-02-15,102.94715881347656,103.10969994134099,102.41312210193828,102.95490617814117,119575400
2011-02-16,103.59732818603516,103.7211561305174,103.08649805626548,103.29547616571836,130183500
2011-02-17,103.90690612792969,104.04621698130859,103.20258087582636,103.29546658808688,109810500
2011-02-18,104.12362670898438,104.24746646024222,103.75985482091987,103.99978695772651,130002400
2011-02-22,102.03385925292969,104.14682288757938,101.75522577726113,103.03228898490512,233116400
2011-02-23,101.40696716308594,102.21964936060228,100.7800446081478,101.97196983716466,227584000
2011-02-24,101.33728790283203,101.73202562026533,100.38529494374333,101.29859831563985,260431400
2011-02-25,102.42086029052734,102.48278015940107,101.7010521486268,101.76297201750052,141686900
2011-02-28,103.05548858642578,103.18707565112396,102.4595321639882,102.8000854396691,141585500
2011-03-01,101.33728790283203,103.47348220421233,101.30633387107663,103.38060829893782,258565500
2011-03-02,101.55402374267578,102.02615249274726,100.88839979683745,101.19798738606059,200277400
2011-03-03,103.30314636230469,103.41923867743365,102.46724626337149,102.47498181437957,176480100
2011-03-04,102.52922058105469,103.4270409951203,101.85586117550939,103.22579846196308,277202300
2011-03-07,101.72425079345703,103.06324555306875,101.19021417228818,102.83104904255767,216790400
2011-03-08,102.61433410644531,102.93940449290653,101.4456278258344,101.88679056103,174615000
2011-03-09,102.46730041503906,102.784635324098,101.85586088222519,102.41312790935044,153806000
2011-03-10,100.57103729248047,101.53076564218459,100.47041603904133,101.39145480819771,301291800
2011-03-11,101.26760864257812,101.63138043264134,100.22274202410328,100.24596049495791,225621800
2011-03-14,100.65620422363281,100.98901029493202,99.88995898899964,100.60976726577802,234974100
2011-03-15,99.50291442871094,100.09888262011903,97.90851675689483,97.97817215575984,359585400
2011-03-16,97.660888671875,99.51070804774467,96.96430483441425,99.18562574858908,468670300
2011-03-17,98.95342254638672,99.3713727959554,98.37293707281972,99.06952082210084,254303700
2011-03-18,99.3133544921875,100.1839808849839,99.11901872036611,100.15288051915651,230435400
2011-03-21,100.85247802734375,101.06235208250094,100.43270619440528,100.54931475302688,153992600
2011-03-22,100.5026626586914,100.96907316334146,100.40938530228614,100.8369262879967,129538600
2011-03-23,100.790283203125,101.05457694225926,99.74864656443489,100.22281434630507,148603100
2011-03-24,101.75418853759766,101.90188559754363,100.7980600196741,101.36551705829238,159129800
2011-03-25,102.06513977050781,102.50821911912922,101.74642628911424,102.01850108763325,155642800
2011-03-28,101.81633758544922,102.54704157863345,101.7852490982384,102.28274792276483,109762400
2011-03-29,102.50045776367188,102.53154626751771,101.39663202677859,101.73088385370558,129798800
2011-03-30,103.20781707763672,103.51098032514724,102.88910365142254,103.03680069582964,135835000
2011-03-31,103.0678939819336,103.35551892541864,102.95906644857241,103.07567500230253,132537100
2011-04-01,103.5031509399414,103.9851113640547,103.25440750347154,103.7052675847102,153850100
2011-04-04,103.58872985839844,103.9074433534153,103.29334756712917,103.72087675262928,100768900
2011-04-05,103.5731430053711,104.03177234008788,103.33993782899219,103.38657649200637,120791500
2011-04-06,103.89964294433594,104.16393665330904,103.47987118414574,104.07065931162677,120411600
2011-04-07,103.63536834716797,104.1484056823417,103.12231915068206,103.71309552580051,170731500
2011-04-08,103.27778625488281,104.1561875962794,102.850245254145,104.09399873605278,147945400
2011-04-11,102.96683502197266,103.73639682153116,102.71807962646801,103.3865949252491,121385400
2011-04-12,102.1972885131836,102.59372918612277,101.82416718210474,102.391624269562,161187400
2011-04-13,102.18946075439453,102.74913649942073,101.80078946451388,102.67140935822846,162059000
2011-04-14,102.26721954345703,102.42268573525895,101.264452524221,101.59870424352964,161220400
