Date,Price,High,Low,Open,Volume,MA_10,MA_50,Volatility,Returns
,SPY,SPY,SPY,SPY,SPY,,,,
2009-03-16,56.280853271484375,57.84627159205495,56.24375579723622,57.096946762425084,360644900,53.408941650390624,60.17956260681152,2.252637129213331,-0.0030228898729878217
2009-03-17,58.00209045410156,58.13563348226499,55.97668880366974,56.43667160296197,356814300,54.01062850952148,59.960255813598636,2.6059575646353252,0.03058299728176439
2009-03-18,59.300384521484375,60.020032277700885,57.17853871542918,57.7275460681011,473273200,54.61898956298828,59.76854728698731,3.0690102531823675,0.02238357371636779
2009-03-19,58.5659294128418,60.094250515907106,58.38045333100258,60.042317439403355,428520400,55.3712818145752,59.55294967651367,3.0166328034929335,-0.012385334674794302
2009-03-20,57.31881332397461,58.96268834942711,57.184314510081165,58.850605054383706,371078200,55.98995933532715,59.35395668029785,2.6644727296033888,-0.021294225181266113
2009-03-23,61.43600082397461,61.48830563113892,58.514388264491835,58.835690851585895,419933300,57.0804500579834,59.231817169189455,2.400536674502744,0.07182960115955361
2009-03-24,60.225502014160156,61.54060144601073,60.158255429401976,60.70371895287026,330271000,57.74867706298828,59.114402313232425,2.2305294237505215,-0.019703411575938246
2009-03-25,60.86061477661133,61.79463284071398,59.074772694110564,60.6962323859961,441775100,58.44554672241211,59.041442794799806,1.9644237956420243,0.0105455785541122
2009-03-26,62.10099411010742,62.24296668149501,60.76347954512251,61.45838921965,422025200,59.054268264770506,58.990916595458984,2.0675812036313843,0.020380657310953953
2009-03-27,60.98015594482422,61.667591692792115,60.755989387499206,61.30893204202293,322332300,59.507133865356444,58.95863052368164,1.9252069493062303,-0.018048634830159282
2009-03-30,58.873016357421875,59.68000918299497,58.25282710994666,59.62770440915928,324108500,59.766350173950194,58.88375709533691,1.5874187214880537,-0.03455451293546896
2009-03-31,59.418495178222656,60.58415368744703,59.06730914806831,59.44838444264321,364238300,59.90799064636231,58.809999542236326,1.4714639075385614,0.009265345221810106
2009-04-01,60.569190979003906,60.83818859037418,58.52929907703767,58.67873966077989,377018300,60.03487129211426,58.82587928771973,1.467948983935285,0.01936595326639967
2009-04-02,62.34007263183594,63.221785498444696,60.62147792039457,62.07854883682299,476230700,60.41228561401367,58.82553970336914,1.5320870022857302,0.029237333770000262
2009-04-03,62.96031951904297,62.97526130642547,61.77224504386117,62.3849609408793,284646300,60.97643623352051,58.85689483642578,1.285209105346748,0.00994940912035891
2009-04-06,62.46713638305664,62.97524251438731,61.48828712889692,62.272859000278665,264866600,61.07954978942871,58.87304428100586,1.365061059647889,-0.007833237501870705
2009-04-07,61.01007843017578,61.75729309386245,60.90546883332328,61.45840608822869,258947800,61.15800743103027,58.85159523010254,1.332683088158023,-0.023325192048919807
2009-04-08,61.667606353759766,61.97396700821919,60.927865659987724,61.31641465749407,230402800,61.23870658874512,58.830684127807615,1.3370998072838887,0.010777365650111559
2009-04-09,64.11846923828125,64.12594297889956,63.01259506010983,63.266645233194645,269653500,61.4404541015625,58.816353225708006,1.606687261646485,0.0397431168393656
2009-04-13,64.13343048095703,64.66395216281833,63.19941223103326,63.45346245863093,224847500,61.75578155517578,58.844461593627926,1.803666912076974,0.00023333749001674953
2009-04-14,63.02751541137695,64.0810901493891,62.8257700896256,63.5356212855858,276598800,62.17123146057129,58.875973510742185,1.5224218478094331,-0.01724397184567339
2009-04-15,63.70002365112305,63.827048723058105,62.47459256715316,62.64644867605516,250726100,62.59938430786133,58.92464454650879,1.2376687072204735,0.010670073782167444
2009-04-16,64.634033203125,65.11972361012776,63.34135003071386,64.20812130484708,335202900,63.00586853027344,58.974783935546874,1.1620016926386567,0.01466262488562653
2009-04-17,65.06744384765625,65.49335590962556,64.36506035217212,64.88064021169086,262649000,63.27860565185547,59.03967552185058,1.3002215469011118,0.006705610389021732
2009-04-20,62.34007263183594,65.04498972789123,62.2728203983805,63.916694839931196,293690100,63.21658096313477,59.031620559692385,1.3315092600525216,-0.041916065155501725
2009-04-21,63.55805969238281,63.61036447617994,61.8319961262838,61.884300910080924,114090900,63.325673294067386,59.01216468811035,1.3077623536954597,0.01953778699842057
2009-04-22,63.169498443603516,64.51448078095983,62.81830680582055,62.982694866126856,340395200,63.54161529541015,58.98315719604492,1.0321650866280407,-0.0061134850664087415
2009-04-23,63.789710998535156,63.827068307205636,62.48955351963379,63.29654663740811,324903700,63.7538257598877,59.02575813293457,0.7949557672300315,0.009818228262257866
2009-04-24,64.75361633300781,65.23930123507468,64.02881729961679,64.28286751295671,287703000,63.81734046936035,59.0803670501709,0.850742629003987,0.015110670974740614
2009-04-27,64.1408920288086,65.0151373548335,63.91673109199776,64.02134066933503,289581600,63.81808662414551,59.12183113098145,0.8510538784329634,-0.009462395135557689
2009-04-28,63.93914794921875,64.7013042715434,63.33390599617286,63.49082036545163,247926300,63.90924987792969,59.17261421203613,0.8045136522235765,-0.0031453270013649393
2009-04-29,65.2990951538086,66.02389435797825,64.48463383006067,64.64901628288617,311505700,64.06915702819825,59.30312286376953,0.9102729297277407,0.021269398298362274
2009-04-30,65.32148742675781,66.51702943544274,64.94788019274415,66.16584342413682,301419800,64.13790245056153,59.436898727416995,0.9808929187538782,0.00034291857944546145
2009-05-01,65.67267608642578,65.91178447704912,64.79843656765857,65.33643187175953,236110300,64.19842567443848,59.590310440063476,1.0600948888713324,0.005376311432922387
2009-05-04,67.90686798095703,67.9517047382418,66.03883128329959,66.16586211134494,287120000,64.75510520935059,59.79968307495117,1.3870174966703432,0.034020113503385074
2009-05-05,67.67521667480469,67.94421434942868,67.1297475843743,67.67521667480469,243036300,65.16682090759278,60.04552406311035,1.58861899018614,-0.0034113089447345146
2009-05-06,68.84832763671875,68.89315867208698,67.70509062848576,68.50460973037892,291941000,65.7347038269043,60.27283584594726,1.7966845186127982,0.017334424912906155
2009-05-07,67.89189147949219,69.60301290366712,67.45850581905466,69.49840335815361,317728000,66.144921875,60.49007041931152,1.771388354779689,-0.013891930131887054
2009-05-08,69.47599792480469,69.65532778588461,68.32528705635431,68.76614081917444,299081700,66.61716003417969,60.75753425598145,1.976826808566132,0.023332778197687976
2009-05-11,68.17584228515625,68.82592088475452,68.02640168103403,68.51956023527227,247923600,67.02065505981446,61.0240714263916,1.8208698424274714,-0.018713738247497003
