Date,UNH_BETA,JNJ_BETA,PFE_BETA,LLY_BETA,ABBV_BETA,MRK_BETA,AMGN_BETA,MDT_BETA,CI_BETA,CVS_BETA,SUM_BETA
2013-05-28,0.18463583872183645,0.6430235878658069,0.2808307083781705,0.277682074659828,0.12116062499077611,0.17643350978480762,0.12949852941929907,0.3451067397144603,0.30246411059858186,0.3689217156581974,2.829757439791764
2013-05-29,0.20201725590912695,0.6014791589613278,0.2809823564745417,0.2834930158513072,0.12470510543816579,0.19407014129364236,0.1324538112881236,0.3566770673487405,0.30667548544220946,0.37084835154424783,2.8534017495514328
2013-05-30,0.20050594578241712,0.6070854747347351,0.2798876820311628,0.30852936930991587,0.12780921657349661,0.19783733952176571,0.1325499547072314,0.35652351393905907,0.305509396844732,0.3654077547839201,2.8816456482284356
2013-05-31,0.21735990778474312,0.6131769377066649,0.29418376987930694,0.3244430960000904,0.14237387151883843,0.20731368620432403,0.14665075253870705,0.37801640510472706,0.31855535321974676,0.3794735455836121,3.021547325540761
2013-06-03,0.21680706707906194,0.6134786191366244,0.2929432550717077,0.32825879950914266,0.14290726352111183,0.19991713443712003,0.14264954725839618,0.3727602276364155,0.30830038535783466,0.37545683578492933,2.993479134792344
2013-06-04,0.2213793064788412,0.6145066309231247,0.2986679111019318,0.34142327695788843,0.14208818443850682,0.18850982582689957,0.1446700058697857,0.37378870930322045,0.30486198892531774,0.37275634307526107,3.0026521829007775
2013-06-05,0.22697367025706983,0.6247734204563855,0.3025864467685307,0.35204060258413994,0.14901876723842006,0.19927969956432784,0.15778295026940642,0.38111572442643543,0.3146429889170258,0.3786261512692016,3.086840421750943
2013-06-06,0.22769618668784136,0.6294886327226636,0.30587358182165353,0.3550883476434713,0.1511120228132363,0.19869237904559542,0.16113537754306484,0.3851952343385304,0.31775815572002936,0.38213386402029553,3.114173782356381
2013-06-07,0.23463893629943686,0.6361843046801909,0.31139067751658145,0.3615242774953281,0.1544421288692624,0.19075840877023767,0.1646987827605232,0.39193304385642663,0.32400668901827134,0.3929925225352638,3.162569771801523
2013-06-10,0.23020684064558214,0.6377199157352241,0.3113462502044676,0.364258775727637,0.15551066832381244,0.19157081598484077,0.16706820308898268,0.3922671080860966,0.3229750439658481,0.39313867904386285,3.1660623008063546
2013-06-11,0.2286846883234061,0.6471468647470787,0.31052703055993097,0.3732138352080177,0.16318709397372497,0.20110209322815353,0.16912200115536388,0.39376438128897173,0.3132042256029698,0.39323664878320425,3.1931888628708216
2013-06-12,0.22847816732986573,0.6476101422772407,0.3091916990264362,0.3737144348201474,0.16605342083910096,0.20369963469925378,0.17393841517397737,0.4099522266837433,0.31655442071316126,0.3952459158727056,3.2244384774356325
2013-06-13,0.2340656771719593,0.6612088402986812,0.3246385225914592,0.37706802285351576,0.17132849395948047,0.21616148887965506,0.1849764601145078,0.42205570370275003,0.31566368013180174,0.40554989885909437,3.3127167885629047
2013-06-14,0.23885628547085636,0.6796079762756005,0.32414849087661923,0.37759853948854255,0.17953768303913284,0.21549324353989988,0.18619432202605127,0.42120808986701036,0.3164088429286051,0.4070479946694291,3.346101468181747
2013-06-17,0.2414051050063192,0.6821135630792594,0.3249293517132537,0.3953604433156343,0.1855841958716345,0.215133679758486,0.18827579021861227,0.42615588115888736,0.316395366494827,0.4101773744010021,3.385530751017916
2013-06-18,0.24441011181990802,0.6852706738100454,0.3284743211471199,0.4043515706741077,0.18797078833886297,0.21432993103617812,0.19026346010794512,0.41780574169496254,0.3205752081818549,0.4164352468318636,3.4098870536428483
2013-06-19,0.25233319284683053,0.6938100173531826,0.336251966828406,0.4169940819207192,0.19364001513274426,0.21683187208096563,0.19726527754029188,0.4296072194864428,0.32769254815442345,0.42979541219860745,3.4942216035426137
2013-06-20,0.2792398083606884,0.7209427506239339,0.3593653911616019,0.4506024246989912,0.22187681427657382,0.24882430404655723,0.22057847143107118,0.45535902722173677,0.323266326994279,0.4585937612783179,3.7386490800937513
2013-06-21,0.27872302368344615,0.7245389253275968,0.37521245330418895,0.4824142734904043,0.21477688652511126,0.2487537053222535,0.21927032250944212,0.43914162258729655,0.3156256214880939,0.45789128429598447,3.756348118533818
2013-06-24,0.26829065042469064,0.6693336511433228,0.3817695727285732,0.4896069810326926,0.21968152451095496,0.25552370628181065,0.22440791422054993,0.4460310176519872,0.31848905934161165,0.46720836822783957,3.740342445564033
2013-06-25,0.2576422434469983,0.6733281601473414,0.3854621806652564,0.4926289782543872,0.22218576680810911,0.25217165108305356,0.22463064659651844,0.4476912083599234,0.31589841830528204,0.46418716287079903,3.7358264165376687
2013-06-26,0.2586106615051647,0.665018502932478,0.3832304068463891,0.4919371199439307,0.22246885031034658,0.2936555262882381,0.22467363868824652,0.4459859715504231,0.31590236891883755,0.4643163317521687,3.7657993787362227
2013-06-27,0.2575564755059861,0.655465939431386,0.37722471312147315,0.48482630821894895,0.22119443602404462,0.2875378482437409,0.22069274388874988,0.43868761846262466,0.31091992036305943,0.4572538828933198,3.7113598861533332
2013-06-28,0.25812053221212106,0.6470983119069537,0.3742316158518223,0.4801564895108813,0.21623574669912307,0.2823684832902062,0.21956554052646823,0.4353046372292532,0.31336914667324234,0.45473668684198815,3.6811871907420595
2013-07-01,0.2593988970606898,0.6533338766139155,0.37051099018484,0.4702130020621358,0.21692426830021586,0.2823250183469391,0.21645824310005032,0.4360855129028227,0.3176151977063852,0.45947078093615945,3.6823357872141536
2013-07-02,0.25925843815976135,0.6548625667852441,0.3735202626667743,0.46679427335872004,0.21671194619538334,0.28149540754623775,0.2164454559113626,0.4362005894906656,0.3336271820049722,0.45067294730660884,3.68958906942573
2013-07-03,0.25777423583918474,0.6535749364351714,0.37494731966350403,0.4654705464928815,0.21794667447849667,0.2807670579889299,0.2158131525195215,0.43394616104699724,0.33049103604422747,0.45054691163774846,3.6812780321466625
2013-07-05,0.2632985256899805,0.6580194241000827,0.3826804014907598,0.4709016959750441,0.22105712791924473,0.28601417497485404,0.22041090086189807,0.4377884854595836,0.33508189881290634,0.4530831729348058,3.72833580821916
2013-07-08,0.26341835463814656,0.6592082321600474,0.3851284452045156,0.47067700074162744,0.22299065519125832,0.2868792006346343,0.22124337363058647,0.43941276897358944,0.3338121923599041,0.45220920294886763,3.7349794264831773
2013-07-09,0.26478028519181157,0.6613978370805292,0.38696852225807904,0.4710828691225036,0.2204628089021837,0.2892084479186492,0.2212770554584442,0.4400588637268427,0.33587381892046786,0.4541271467705543,3.7452376553500653
2013-07-10,0.2648114058708729,0.6607843193784485,0.386753984468909,0.46959422980083965,0.22779291055269346,0.28850222225112254,0.21271399440540883,0.4401982231516244,0.3375480155313076,0.46020380068462374,3.7489031060958506
2013-07-11,0.2702819049727867,0.666546794944579,0.39636168485385004,0.47255913440308284,0.23609149365739754,0.29304288296670133,0.21602413992133293,0.44656204477382294,0.34480330252515,0.47258506550835544,3.814858448527059
2013-07-12,0.27783831791224173,0.6653664344848452,0.3956757483360386,0.47150793249716555,0.228612384090006,0.2913172462337952,0.21494227715390032,0.4909596419188699,0.35352696113286136,0.4877295026085163,3.8774764463682407
2013-07-15,0.2653555194903377,0.6580449598824395,0.3906766619678587,0.47480793780645464,0.23121044753507708,0.29994223384068824,0.21644918503981103,0.4882144402685434,0.3440919538622826,0.47767199387778597,3.846465333571279
2013-07-16,0.26592140377647394,0.660094682592554,0.3894683183575344,0.47297713467175534,0.23211200981590147,0.29931302467796234,0.21783945832854823,0.48793933839881526,0.3423618496582087,0.47583215466926715,3.8438593749470207
2013-07-17,0.2752150245413783,0.6597250375537137,0.39056205733060223,0.46819072662906186,0.23556609667253853,0.2952474582140974,0.21546093000737326,0.4831591778974943,0.3502983946342317,0.48869402658438493,3.8621189300648764
2013-07-18,0.2162314681477266,0.6392813036869269,0.3675455347533836,0.4436220066668192,0.22320475126848024,0.2731158796578517,0.23868801117819888,0.465989513534547,0.32633139709598935,0.4726008089673476,3.6666106749572713
2013-07-19,0.21826161635497784,0.6041071457000914,0.35556919494370154,0.4369187160972295,0.2255828720833216,0.2740417193102081,0.2279445251909443,0.46458731859003405,0.32597938128456533,0.4717919623932285,3.6047844519483023
2013-07-22,0.2124439488118575,0.5980921476315074,0.34772919709809047,0.43194279017903,0.23078642195411228,0.2677669115266538,0.22424121015361753,0.45871349127803623,0.31950223209859785,0.46683863611239285,3.558056986843896
2013-07-23,0.21110917296989973,0.5980893953210729,0.34687436372624586,0.42729644730168465,0.2308413064757493,0.2663679235245884,0.2234688990082584,0.46303866813360267,0.320489804808282,0.46662338744466625,3.5541993687140505
